country,sex,edu_lfs,occ_1d,occ_other,skill_occ,overqualified,oecd,regionb,oecdb,fborn,number
AUS,1,1,0,,99,99,1,AFRI,0,1,62
AUS,1,1,1,,3,99,1,AFRI,0,1,293
AUS,1,1,2,,3,99,1,AFRI,0,1,83
AUS,1,1,3,,3,99,1,AFRI,0,1,489
AUS,1,1,4,,2,99,1,AFRI,0,1,240
AUS,1,1,5,,2,99,1,AFRI,0,1,196
AUS,1,1,6,,2,99,1,AFRI,0,1,425
AUS,1,1,7,,2,99,1,AFRI,0,1,895
AUS,1,1,8,,2,99,1,AFRI,0,1,1548
AUS,1,1,9,,1,99,1,AFRI,0,1,62
AUS,1,2,0,,99,99,1,AFRI,0,1,513
AUS,1,2,1,,3,99,1,AFRI,0,1,4678
AUS,1,2,2,,3,99,1,AFRI,0,1,2768
AUS,1,2,3,,3,99,1,AFRI,0,1,12665
AUS,1,2,4,,2,99,1,AFRI,0,1,3680
AUS,1,2,5,,2,99,1,AFRI,0,1,2511
AUS,1,2,6,,2,99,1,AFRI,0,1,3327
AUS,1,2,7,,2,99,1,AFRI,0,1,4914
AUS,1,2,8,,2,99,1,AFRI,0,1,6072
AUS,1,2,9,,1,99,1,AFRI,0,1,291
AUS,1,3,0,,99,99,1,AFRI,0,1,708
AUS,1,3,1,,3,0,1,AFRI,0,1,14526
AUS,1,3,2,,3,0,1,AFRI,0,1,29918
AUS,1,3,3,,3,0,1,AFRI,0,1,5246
AUS,1,3,4,,2,1,1,AFRI,0,1,5000
AUS,1,3,5,,2,1,1,AFRI,0,1,4693
AUS,1,3,6,,2,1,1,AFRI,0,1,2651
AUS,1,3,7,,2,1,1,AFRI,0,1,2951
AUS,1,3,8,,2,1,1,AFRI,0,1,2973
AUS,1,3,9,,1,1,1,AFRI,0,1,232
AUS,1,99,0,,99,99,1,AFRI,0,1,99
AUS,1,99,1,,3,99,1,AFRI,0,1,793
AUS,1,99,2,,3,99,1,AFRI,0,1,1106
AUS,1,99,3,,3,99,1,AFRI,0,1,737
AUS,1,99,4,,2,99,1,AFRI,0,1,614
AUS,1,99,5,,2,99,1,AFRI,0,1,324
AUS,1,99,6,,2,99,1,AFRI,0,1,343
AUS,1,99,7,,2,99,1,AFRI,0,1,735
AUS,1,99,8,,2,99,1,AFRI,0,1,782
AUS,1,99,9,,1,99,1,AFRI,0,1,176
AUS,2,1,0,,99,99,1,AFRI,0,1,20
AUS,2,1,1,,3,99,1,AFRI,0,1,147
AUS,2,1,2,,3,99,1,AFRI,0,1,113
AUS,2,1,3,,3,99,1,AFRI,0,1,75
AUS,2,1,4,,2,99,1,AFRI,0,1,854
AUS,2,1,5,,2,99,1,AFRI,0,1,759
AUS,2,1,6,,2,99,1,AFRI,0,1,767
AUS,2,1,7,,2,99,1,AFRI,0,1,93
AUS,2,1,8,,2,99,1,AFRI,0,1,1141
AUS,2,1,9,,1,99,1,AFRI,0,1,34
AUS,2,2,0,,99,99,1,AFRI,0,1,214
AUS,2,2,1,,3,99,1,AFRI,0,1,1821
AUS,2,2,2,,3,99,1,AFRI,0,1,2083
AUS,2,2,3,,3,99,1,AFRI,0,1,1312
AUS,2,2,4,,2,99,1,AFRI,0,1,7987
AUS,2,2,5,,2,99,1,AFRI,0,1,7474
AUS,2,2,6,,2,99,1,AFRI,0,1,4003
AUS,2,2,7,,2,99,1,AFRI,0,1,362
AUS,2,2,8,,2,99,1,AFRI,0,1,2483
AUS,2,2,9,,1,99,1,AFRI,0,1,190
AUS,2,3,0,,99,99,1,AFRI,0,1,453
AUS,2,3,1,,3,0,1,AFRI,0,1,6534
AUS,2,3,2,,3,0,1,AFRI,0,1,30548
AUS,2,3,3,,3,0,1,AFRI,0,1,1590
AUS,2,3,4,,2,1,1,AFRI,0,1,9051
AUS,2,3,5,,2,1,1,AFRI,0,1,10034
AUS,2,3,6,,2,1,1,AFRI,0,1,2622
AUS,2,3,7,,2,1,1,AFRI,0,1,220
AUS,2,3,8,,2,1,1,AFRI,0,1,1162
AUS,2,3,9,,1,1,1,AFRI,0,1,158
AUS,2,99,0,,99,99,1,AFRI,0,1,81
AUS,2,99,1,,3,99,1,AFRI,0,1,374
AUS,2,99,2,,3,99,1,AFRI,0,1,915
AUS,2,99,3,,3,99,1,AFRI,0,1,182
AUS,2,99,4,,2,99,1,AFRI,0,1,1620
AUS,2,99,5,,2,99,1,AFRI,0,1,1335
AUS,2,99,6,,2,99,1,AFRI,0,1,491
AUS,2,99,7,,2,99,1,AFRI,0,1,57
AUS,2,99,8,,2,99,1,AFRI,0,1,479
AUS,2,99,9,,1,99,1,AFRI,0,1,167
AUS,1,1,0,,99,99,1,ASIA,0,1,980
AUS,1,1,1,,3,99,1,ASIA,0,1,4821
AUS,1,1,2,,3,99,1,ASIA,0,1,445
AUS,1,1,3,,3,99,1,ASIA,0,1,15789
AUS,1,1,4,,2,99,1,ASIA,0,1,1697
AUS,1,1,5,,2,99,1,ASIA,0,1,1193
AUS,1,1,6,,2,99,1,ASIA,0,1,2753
AUS,1,1,7,,2,99,1,ASIA,0,1,10532
AUS,1,1,8,,2,99,1,ASIA,0,1,18083
AUS,1,1,9,,1,99,1,ASIA,0,1,953
AUS,1,2,0,,99,99,1,ASIA,0,1,2625
AUS,1,2,1,,3,99,1,ASIA,0,1,18303
AUS,1,2,2,,3,99,1,ASIA,0,1,10843
AUS,1,2,3,,3,99,1,ASIA,0,1,52682
AUS,1,2,4,,2,99,1,ASIA,0,1,14528
AUS,1,2,5,,2,99,1,ASIA,0,1,11219
AUS,1,2,6,,2,99,1,ASIA,0,1,16360
AUS,1,2,7,,2,99,1,ASIA,0,1,32057
AUS,1,2,8,,2,99,1,ASIA,0,1,41890
AUS,1,2,9,,1,99,1,ASIA,0,1,2651
AUS,1,3,0,,99,99,1,ASIA,0,1,4471
AUS,1,3,1,,3,0,1,ASIA,0,1,63109
AUS,1,3,2,,3,0,1,ASIA,0,1,165809
AUS,1,3,3,,3,0,1,ASIA,0,1,52506
AUS,1,3,4,,2,1,1,ASIA,0,1,25278
AUS,1,3,5,,2,1,1,ASIA,0,1,36609
AUS,1,3,6,,2,1,1,ASIA,0,1,28074
AUS,1,3,7,,2,1,1,ASIA,0,1,33626
AUS,1,3,8,,2,1,1,ASIA,0,1,34392
AUS,1,3,9,,1,1,1,ASIA,0,1,2112
AUS,1,99,0,,99,99,1,ASIA,0,1,674
AUS,1,99,1,,3,99,1,ASIA,0,1,3346
AUS,1,99,2,,3,99,1,ASIA,0,1,4482
AUS,1,99,3,,3,99,1,ASIA,0,1,5857
AUS,1,99,4,,2,99,1,ASIA,0,1,2234
AUS,1,99,5,,2,99,1,ASIA,0,1,1768
AUS,1,99,6,,2,99,1,ASIA,0,1,1942
AUS,1,99,7,,2,99,1,ASIA,0,1,4333
AUS,1,99,8,,2,99,1,ASIA,0,1,5416
AUS,1,99,9,,1,99,1,ASIA,0,1,1331
AUS,2,1,0,,99,99,1,ASIA,0,1,529
AUS,2,1,1,,3,99,1,ASIA,0,1,3392
AUS,2,1,2,,3,99,1,ASIA,0,1,517
AUS,2,1,3,,3,99,1,ASIA,0,1,3108
AUS,2,1,4,,2,99,1,ASIA,0,1,5896
AUS,2,1,5,,2,99,1,ASIA,0,1,3028
AUS,2,1,6,,2,99,1,ASIA,0,1,4946
AUS,2,1,7,,2,99,1,ASIA,0,1,2994
AUS,2,1,8,,2,99,1,ASIA,0,1,18559
AUS,2,1,9,,1,99,1,ASIA,0,1,658
AUS,2,2,0,,99,99,1,ASIA,0,1,1570
AUS,2,2,1,,3,99,1,ASIA,0,1,10187
AUS,2,2,2,,3,99,1,ASIA,0,1,10057
AUS,2,2,3,,3,99,1,ASIA,0,1,9404
AUS,2,2,4,,2,99,1,ASIA,0,1,35305
AUS,2,2,5,,2,99,1,ASIA,0,1,21669
AUS,2,2,6,,2,99,1,ASIA,0,1,22030
AUS,2,2,7,,2,99,1,ASIA,0,1,4731
AUS,2,2,8,,2,99,1,ASIA,0,1,29856
AUS,2,2,9,,1,99,1,ASIA,0,1,1760
AUS,2,3,0,,99,99,1,ASIA,0,1,3414
AUS,2,3,1,,3,0,1,ASIA,0,1,36324
AUS,2,3,2,,3,0,1,ASIA,0,1,159901
AUS,2,3,3,,3,0,1,ASIA,0,1,16225
AUS,2,3,4,,2,1,1,ASIA,0,1,59024
AUS,2,3,5,,2,1,1,ASIA,0,1,70349
AUS,2,3,6,,2,1,1,ASIA,0,1,30964
AUS,2,3,7,,2,1,1,ASIA,0,1,3379
AUS,2,3,8,,2,1,1,ASIA,0,1,24292
AUS,2,3,9,,1,1,1,ASIA,0,1,1802
AUS,2,99,0,,99,99,1,ASIA,0,1,435
AUS,2,99,1,,3,99,1,ASIA,0,1,2134
AUS,2,99,2,,3,99,1,ASIA,0,1,4471
AUS,2,99,3,,3,99,1,ASIA,0,1,1589
AUS,2,99,4,,2,99,1,ASIA,0,1,6763
AUS,2,99,5,,2,99,1,ASIA,0,1,4671
AUS,2,99,6,,2,99,1,ASIA,0,1,2922
AUS,2,99,7,,2,99,1,ASIA,0,1,738
AUS,2,99,8,,2,99,1,ASIA,0,1,5332
AUS,2,99,9,,1,99,1,ASIA,0,1,1124
AUS,1,1,0,,99,99,1,ASIA,1,1,15
AUS,1,1,1,,3,99,1,ASIA,1,1,70
AUS,1,1,2,,3,99,1,ASIA,1,1,14
AUS,1,1,3,,3,99,1,ASIA,1,1,275
AUS,1,1,4,,2,99,1,ASIA,1,1,65
AUS,1,1,5,,2,99,1,ASIA,1,1,15
AUS,1,1,6,,2,99,1,ASIA,1,1,62
AUS,1,1,7,,2,99,1,ASIA,1,1,46
AUS,1,1,8,,2,99,1,ASIA,1,1,347
AUS,1,1,9,,1,99,1,ASIA,1,1,18
AUS,1,2,0,,99,99,1,ASIA,1,1,166
AUS,1,2,1,,3,99,1,ASIA,1,1,1709
AUS,1,2,2,,3,99,1,ASIA,1,1,902
AUS,1,2,3,,3,99,1,ASIA,1,1,5422
AUS,1,2,4,,2,99,1,ASIA,1,1,1228
AUS,1,2,5,,2,99,1,ASIA,1,1,483
AUS,1,2,6,,2,99,1,ASIA,1,1,824
AUS,1,2,7,,2,99,1,ASIA,1,1,691
AUS,1,2,8,,2,99,1,ASIA,1,1,3387
AUS,1,2,9,,1,99,1,ASIA,1,1,200
AUS,1,3,0,,99,99,1,ASIA,1,1,235
AUS,1,3,1,,3,0,1,ASIA,1,1,3996
AUS,1,3,2,,3,0,1,ASIA,1,1,7253
AUS,1,3,3,,3,0,1,ASIA,1,1,4435
AUS,1,3,4,,2,1,1,ASIA,1,1,1448
AUS,1,3,5,,2,1,1,ASIA,1,1,1263
AUS,1,3,6,,2,1,1,ASIA,1,1,935
AUS,1,3,7,,2,1,1,ASIA,1,1,694
AUS,1,3,8,,2,1,1,ASIA,1,1,2262
AUS,1,3,9,,1,1,1,ASIA,1,1,103
AUS,1,99,0,,99,99,1,ASIA,1,1,30
AUS,1,99,1,,3,99,1,ASIA,1,1,249
AUS,1,99,2,,3,99,1,ASIA,1,1,192
AUS,1,99,3,,3,99,1,ASIA,1,1,523
AUS,1,99,4,,2,99,1,ASIA,1,1,129
AUS,1,99,5,,2,99,1,ASIA,1,1,56
AUS,1,99,6,,2,99,1,ASIA,1,1,90
AUS,1,99,7,,2,99,1,ASIA,1,1,79
AUS,1,99,8,,2,99,1,ASIA,1,1,340
AUS,1,99,9,,1,99,1,ASIA,1,1,79
AUS,2,1,0,,99,99,1,ASIA,1,1,12
AUS,2,1,1,,3,99,1,ASIA,1,1,36
AUS,2,1,2,,3,99,1,ASIA,1,1,20
AUS,2,1,3,,3,99,1,ASIA,1,1,74
AUS,2,1,4,,2,99,1,ASIA,1,1,130
AUS,2,1,5,,2,99,1,ASIA,1,1,54
AUS,2,1,6,,2,99,1,ASIA,1,1,169
AUS,2,1,7,,2,99,1,ASIA,1,1,6
AUS,2,1,8,,2,99,1,ASIA,1,1,221
AUS,2,1,9,,1,99,1,ASIA,1,1,20
AUS,2,2,0,,99,99,1,ASIA,1,1,134
AUS,2,2,1,,3,99,1,ASIA,1,1,1161
AUS,2,2,2,,3,99,1,ASIA,1,1,839
AUS,2,2,3,,3,99,1,ASIA,1,1,1647
AUS,2,2,4,,2,99,1,ASIA,1,1,3219
AUS,2,2,5,,2,99,1,ASIA,1,1,1456
AUS,2,2,6,,2,99,1,ASIA,1,1,1503
AUS,2,2,7,,2,99,1,ASIA,1,1,131
AUS,2,2,8,,2,99,1,ASIA,1,1,2398
AUS,2,2,9,,1,99,1,ASIA,1,1,166
AUS,2,3,0,,99,99,1,ASIA,1,1,212
AUS,2,3,1,,3,0,1,ASIA,1,1,2664
AUS,2,3,2,,3,0,1,ASIA,1,1,9363
AUS,2,3,3,,3,0,1,ASIA,1,1,2024
AUS,2,3,4,,2,1,1,ASIA,1,1,5275
AUS,2,3,5,,2,1,1,ASIA,1,1,3817
AUS,2,3,6,,2,1,1,ASIA,1,1,1784
AUS,2,3,7,,2,1,1,ASIA,1,1,107
AUS,2,3,8,,2,1,1,ASIA,1,1,1713
AUS,2,3,9,,1,1,1,ASIA,1,1,117
AUS,2,99,0,,99,99,1,ASIA,1,1,33
AUS,2,99,1,,3,99,1,ASIA,1,1,165
AUS,2,99,2,,3,99,1,ASIA,1,1,252
AUS,2,99,3,,3,99,1,ASIA,1,1,277
AUS,2,99,4,,2,99,1,ASIA,1,1,554
AUS,2,99,5,,2,99,1,ASIA,1,1,252
AUS,2,99,6,,2,99,1,ASIA,1,1,192
AUS,2,99,7,,2,99,1,ASIA,1,1,15
AUS,2,99,8,,2,99,1,ASIA,1,1,336
AUS,2,99,9,,1,99,1,ASIA,1,1,93
AUS,1,1,0,,99,99,1,EURO,0,1,112
AUS,1,1,1,,3,99,1,EURO,0,1,805
AUS,1,1,2,,3,99,1,EURO,0,1,72
AUS,1,1,3,,3,99,1,EURO,0,1,1253
AUS,1,1,4,,2,99,1,EURO,0,1,160
AUS,1,1,5,,2,99,1,EURO,0,1,261
AUS,1,1,6,,2,99,1,EURO,0,1,298
AUS,1,1,7,,2,99,1,EURO,0,1,2086
AUS,1,1,8,,2,99,1,EURO,0,1,2056
AUS,1,1,9,,1,99,1,EURO,0,1,92
AUS,1,2,0,,99,99,1,EURO,0,1,397
AUS,1,2,1,,3,99,1,EURO,0,1,3074
AUS,1,2,2,,3,99,1,EURO,0,1,1083
AUS,1,2,3,,3,99,1,EURO,0,1,10013
AUS,1,2,4,,2,99,1,EURO,0,1,1257
AUS,1,2,5,,2,99,1,EURO,0,1,1338
AUS,1,2,6,,2,99,1,EURO,0,1,1440
AUS,1,2,7,,2,99,1,EURO,0,1,4414
AUS,1,2,8,,2,99,1,EURO,0,1,4242
AUS,1,2,9,,1,99,1,EURO,0,1,190
AUS,1,3,0,,99,99,1,EURO,0,1,296
AUS,1,3,1,,3,0,1,EURO,0,1,4237
AUS,1,3,2,,3,0,1,EURO,0,1,10134
AUS,1,3,3,,3,0,1,EURO,0,1,3118
AUS,1,3,4,,2,1,1,EURO,0,1,1119
AUS,1,3,5,,2,1,1,EURO,0,1,1647
AUS,1,3,6,,2,1,1,EURO,0,1,867
AUS,1,3,7,,2,1,1,EURO,0,1,1267
AUS,1,3,8,,2,1,1,EURO,0,1,1169
AUS,1,3,9,,1,1,1,EURO,0,1,89
AUS,1,99,0,,99,99,1,EURO,0,1,93
AUS,1,99,1,,3,99,1,EURO,0,1,490
AUS,1,99,2,,3,99,1,EURO,0,1,397
AUS,1,99,3,,3,99,1,EURO,0,1,832
AUS,1,99,4,,2,99,1,EURO,0,1,250
AUS,1,99,5,,2,99,1,EURO,0,1,137
AUS,1,99,6,,2,99,1,EURO,0,1,213
AUS,1,99,7,,2,99,1,EURO,0,1,709
AUS,1,99,8,,2,99,1,EURO,0,1,630
AUS,1,99,9,,1,99,1,EURO,0,1,136
AUS,2,1,0,,99,99,1,EURO,0,1,63
AUS,2,1,1,,3,99,1,EURO,0,1,423
AUS,2,1,2,,3,99,1,EURO,0,1,72
AUS,2,1,3,,3,99,1,EURO,0,1,168
AUS,2,1,4,,2,99,1,EURO,0,1,515
AUS,2,1,5,,2,99,1,EURO,0,1,1097
AUS,2,1,6,,2,99,1,EURO,0,1,787
AUS,2,1,7,,2,99,1,EURO,0,1,315
AUS,2,1,8,,2,99,1,EURO,0,1,2551
AUS,2,1,9,,1,99,1,EURO,0,1,98
AUS,2,2,0,,99,99,1,EURO,0,1,172
AUS,2,2,1,,3,99,1,EURO,0,1,1207
AUS,2,2,2,,3,99,1,EURO,0,1,955
AUS,2,2,3,,3,99,1,EURO,0,1,1177
AUS,2,2,4,,2,99,1,EURO,0,1,2696
AUS,2,2,5,,2,99,1,EURO,0,1,3934
AUS,2,2,6,,2,99,1,EURO,0,1,2497
AUS,2,2,7,,2,99,1,EURO,0,1,595
AUS,2,2,8,,2,99,1,EURO,0,1,3369
AUS,2,2,9,,1,99,1,EURO,0,1,156
AUS,2,3,0,,99,99,1,EURO,0,1,235
AUS,2,3,1,,3,0,1,EURO,0,1,3085
AUS,2,3,2,,3,0,1,EURO,0,1,11927
AUS,2,3,3,,3,0,1,EURO,0,1,1112
AUS,2,3,4,,2,1,1,EURO,0,1,3233
AUS,2,3,5,,2,1,1,EURO,0,1,5272
AUS,2,3,6,,2,1,1,EURO,0,1,1759
AUS,2,3,7,,2,1,1,EURO,0,1,178
AUS,2,3,8,,2,1,1,EURO,0,1,1064
AUS,2,3,9,,1,1,1,EURO,0,1,118
AUS,2,99,0,,99,99,1,EURO,0,1,75
AUS,2,99,1,,3,99,1,EURO,0,1,309
AUS,2,99,2,,3,99,1,EURO,0,1,385
AUS,2,99,3,,3,99,1,EURO,0,1,196
AUS,2,99,4,,2,99,1,EURO,0,1,663
AUS,2,99,5,,2,99,1,EURO,0,1,968
AUS,2,99,6,,2,99,1,EURO,0,1,466
AUS,2,99,7,,2,99,1,EURO,0,1,100
AUS,2,99,8,,2,99,1,EURO,0,1,693
AUS,2,99,9,,1,99,1,EURO,0,1,141
AUS,1,1,0,,99,99,1,EURO,1,1,650
AUS,1,1,1,,3,99,1,EURO,1,1,6639
AUS,1,1,2,,3,99,1,EURO,1,1,1529
AUS,1,1,3,,3,99,1,EURO,1,1,8088
AUS,1,1,4,,2,99,1,EURO,1,1,2053
AUS,1,1,5,,2,99,1,EURO,1,1,2697
AUS,1,1,6,,2,99,1,EURO,1,1,3664
AUS,1,1,7,,2,99,1,EURO,1,1,10664
AUS,1,1,8,,2,99,1,EURO,1,1,9822
AUS,1,1,9,,1,99,1,EURO,1,1,426
AUS,1,2,0,,99,99,1,EURO,1,1,2637
AUS,1,2,1,,3,99,1,EURO,1,1,29862
AUS,1,2,2,,3,99,1,EURO,1,1,14836
AUS,1,2,3,,3,99,1,EURO,1,1,74945
AUS,1,2,4,,2,99,1,EURO,1,1,12609
AUS,1,2,5,,2,99,1,EURO,1,1,12225
AUS,1,2,6,,2,99,1,EURO,1,1,13410
AUS,1,2,7,,2,99,1,EURO,1,1,19805
AUS,1,2,8,,2,99,1,EURO,1,1,21831
AUS,1,2,9,,1,99,1,EURO,1,1,1069
AUS,1,3,0,,99,99,1,EURO,1,1,2175
AUS,1,3,1,,3,0,1,EURO,1,1,49291
AUS,1,3,2,,3,0,1,EURO,1,1,88409
AUS,1,3,3,,3,0,1,EURO,1,1,17791
AUS,1,3,4,,2,1,1,EURO,1,1,10653
AUS,1,3,5,,2,1,1,EURO,1,1,12912
AUS,1,3,6,,2,1,1,EURO,1,1,7365
AUS,1,3,7,,2,1,1,EURO,1,1,3945
AUS,1,3,8,,2,1,1,EURO,1,1,5806
AUS,1,3,9,,1,1,1,EURO,1,1,487
AUS,1,99,0,,99,99,1,EURO,1,1,469
AUS,1,99,1,,3,99,1,EURO,1,1,4429
AUS,1,99,2,,3,99,1,EURO,1,1,4057
AUS,1,99,3,,3,99,1,EURO,1,1,4645
AUS,1,99,4,,2,99,1,EURO,1,1,1929
AUS,1,99,5,,2,99,1,EURO,1,1,1473
AUS,1,99,6,,2,99,1,EURO,1,1,1666
AUS,1,99,7,,2,99,1,EURO,1,1,2650
AUS,1,99,8,,2,99,1,EURO,1,1,2851
AUS,1,99,9,,1,99,1,EURO,1,1,707
AUS,2,1,0,,99,99,1,EURO,1,1,340
AUS,2,1,1,,3,99,1,EURO,1,1,3856
AUS,2,1,2,,3,99,1,EURO,1,1,1224
AUS,2,1,3,,3,99,1,EURO,1,1,1661
AUS,2,1,4,,2,99,1,EURO,1,1,4881
AUS,2,1,5,,2,99,1,EURO,1,1,12740
AUS,2,1,6,,2,99,1,EURO,1,1,7942
AUS,2,1,7,,2,99,1,EURO,1,1,1177
AUS,2,1,8,,2,99,1,EURO,1,1,7829
AUS,2,1,9,,1,99,1,EURO,1,1,445
AUS,2,2,0,,99,99,1,EURO,1,1,964
AUS,2,2,1,,3,99,1,EURO,1,1,11040
AUS,2,2,2,,3,99,1,EURO,1,1,8262
AUS,2,2,3,,3,99,1,EURO,1,1,8548
AUS,2,2,4,,2,99,1,EURO,1,1,24057
AUS,2,2,5,,2,99,1,EURO,1,1,34463
AUS,2,2,6,,2,99,1,EURO,1,1,16366
AUS,2,2,7,,2,99,1,EURO,1,1,1694
AUS,2,2,8,,2,99,1,EURO,1,1,9017
AUS,2,2,9,,1,99,1,EURO,1,1,612
AUS,2,3,0,,99,99,1,EURO,1,1,1497
AUS,2,3,1,,3,0,1,EURO,1,1,29434
AUS,2,3,2,,3,0,1,EURO,1,1,99805
AUS,2,3,3,,3,0,1,EURO,1,1,5894
AUS,2,3,4,,2,1,1,EURO,1,1,24575
AUS,2,3,5,,2,1,1,EURO,1,1,32311
AUS,2,3,6,,2,1,1,EURO,1,1,8951
AUS,2,3,7,,2,1,1,EURO,1,1,599
AUS,2,3,8,,2,1,1,EURO,1,1,3876
AUS,2,3,9,,1,1,1,EURO,1,1,531
AUS,2,99,0,,99,99,1,EURO,1,1,318
AUS,2,99,1,,3,99,1,EURO,1,1,2649
AUS,2,99,2,,3,99,1,EURO,1,1,3547
AUS,2,99,3,,3,99,1,EURO,1,1,1359
AUS,2,99,4,,2,99,1,EURO,1,1,5064
AUS,2,99,5,,2,99,1,EURO,1,1,7357
AUS,2,99,6,,2,99,1,EURO,1,1,2755
AUS,2,99,7,,2,99,1,EURO,1,1,344
AUS,2,99,8,,2,99,1,EURO,1,1,1969
AUS,2,99,9,,1,99,1,EURO,1,1,674
AUS,1,2,8,,2,99,1,NOAM,0,1,3
AUS,2,3,0,,99,99,1,NOAM,0,1,3
AUS,2,3,5,,2,1,1,NOAM,0,1,3
AUS,1,1,0,,99,99,1,NOAM,1,1,17
AUS,1,1,1,,3,99,1,NOAM,1,1,74
AUS,1,1,2,,3,99,1,NOAM,1,1,41
AUS,1,1,3,,3,99,1,NOAM,1,1,131
AUS,1,1,4,,2,99,1,NOAM,1,1,80
AUS,1,1,5,,2,99,1,NOAM,1,1,55
AUS,1,1,6,,2,99,1,NOAM,1,1,124
AUS,1,1,7,,2,99,1,NOAM,1,1,107
AUS,1,1,8,,2,99,1,NOAM,1,1,241
AUS,1,1,9,,1,99,1,NOAM,1,1,7
AUS,1,2,0,,99,99,1,NOAM,1,1,128
AUS,1,2,1,,3,99,1,NOAM,1,1,1695
AUS,1,2,2,,3,99,1,NOAM,1,1,1596
AUS,1,2,3,,3,99,1,NOAM,1,1,2622
AUS,1,2,4,,2,99,1,NOAM,1,1,1225
AUS,1,2,5,,2,99,1,NOAM,1,1,879
AUS,1,2,6,,2,99,1,NOAM,1,1,1095
AUS,1,2,7,,2,99,1,NOAM,1,1,964
AUS,1,2,8,,2,99,1,NOAM,1,1,1237
AUS,1,2,9,,1,99,1,NOAM,1,1,49
AUS,1,3,0,,99,99,1,NOAM,1,1,275
AUS,1,3,1,,3,0,1,NOAM,1,1,5124
AUS,1,3,2,,3,0,1,NOAM,1,1,12098
AUS,1,3,3,,3,0,1,NOAM,1,1,1295
AUS,1,3,4,,2,1,1,NOAM,1,1,1194
AUS,1,3,5,,2,1,1,NOAM,1,1,1399
AUS,1,3,6,,2,1,1,NOAM,1,1,998
AUS,1,3,7,,2,1,1,NOAM,1,1,339
AUS,1,3,8,,2,1,1,NOAM,1,1,481
AUS,1,3,9,,1,1,1,NOAM,1,1,51
AUS,1,99,0,,99,99,1,NOAM,1,1,35
AUS,1,99,1,,3,99,1,NOAM,1,1,291
AUS,1,99,2,,3,99,1,NOAM,1,1,399
AUS,1,99,3,,3,99,1,NOAM,1,1,233
AUS,1,99,4,,2,99,1,NOAM,1,1,150
AUS,1,99,5,,2,99,1,NOAM,1,1,104
AUS,1,99,6,,2,99,1,NOAM,1,1,130
AUS,1,99,7,,2,99,1,NOAM,1,1,107
AUS,1,99,8,,2,99,1,NOAM,1,1,109
AUS,1,99,9,,1,99,1,NOAM,1,1,34
AUS,2,1,0,,99,99,1,NOAM,1,1,7
AUS,2,1,1,,3,99,1,NOAM,1,1,78
AUS,2,1,2,,3,99,1,NOAM,1,1,31
AUS,2,1,3,,3,99,1,NOAM,1,1,25
AUS,2,1,4,,2,99,1,NOAM,1,1,143
AUS,2,1,5,,2,99,1,NOAM,1,1,137
AUS,2,1,6,,2,99,1,NOAM,1,1,278
AUS,2,1,7,,2,99,1,NOAM,1,1,4
AUS,2,1,8,,2,99,1,NOAM,1,1,98
AUS,2,1,9,,1,99,1,NOAM,1,1,7
AUS,2,2,0,,99,99,1,NOAM,1,1,73
AUS,2,2,1,,3,99,1,NOAM,1,1,887
AUS,2,2,2,,3,99,1,NOAM,1,1,938
AUS,2,2,3,,3,99,1,NOAM,1,1,487
AUS,2,2,4,,2,99,1,NOAM,1,1,1805
AUS,2,2,5,,2,99,1,NOAM,1,1,2211
AUS,2,2,6,,2,99,1,NOAM,1,1,1306
AUS,2,2,7,,2,99,1,NOAM,1,1,96
AUS,2,2,8,,2,99,1,NOAM,1,1,540
AUS,2,2,9,,1,99,1,NOAM,1,1,27
AUS,2,3,0,,99,99,1,NOAM,1,1,208
AUS,2,3,1,,3,0,1,NOAM,1,1,4107
AUS,2,3,2,,3,0,1,NOAM,1,1,14072
AUS,2,3,3,,3,0,1,NOAM,1,1,666
AUS,2,3,4,,2,1,1,NOAM,1,1,2576
AUS,2,3,5,,2,1,1,NOAM,1,1,3833
AUS,2,3,6,,2,1,1,NOAM,1,1,1296
AUS,2,3,7,,2,1,1,NOAM,1,1,69
AUS,2,3,8,,2,1,1,NOAM,1,1,322
AUS,2,3,9,,1,1,1,NOAM,1,1,80
AUS,2,99,0,,99,99,1,NOAM,1,1,29
AUS,2,99,1,,3,99,1,NOAM,1,1,166
AUS,2,99,2,,3,99,1,NOAM,1,1,347
AUS,2,99,3,,3,99,1,NOAM,1,1,90
AUS,2,99,4,,2,99,1,NOAM,1,1,299
AUS,2,99,5,,2,99,1,NOAM,1,1,356
AUS,2,99,6,,2,99,1,NOAM,1,1,150
AUS,2,99,7,,2,99,1,NOAM,1,1,17
AUS,2,99,8,,2,99,1,NOAM,1,1,71
AUS,2,99,9,,1,99,1,NOAM,1,1,47
AUS,1,1,0,,99,99,1,OCEA,0,1,55
AUS,1,1,1,,3,99,1,OCEA,0,1,222
AUS,1,1,2,,3,99,1,OCEA,0,1,36
AUS,1,1,3,,3,99,1,OCEA,0,1,444
AUS,1,1,4,,2,99,1,OCEA,0,1,181
AUS,1,1,5,,2,99,1,OCEA,0,1,160
AUS,1,1,6,,2,99,1,OCEA,0,1,118
AUS,1,1,7,,2,99,1,OCEA,0,1,1775
AUS,1,1,8,,2,99,1,OCEA,0,1,1563
AUS,1,1,9,,1,99,1,OCEA,0,1,50
AUS,1,2,0,,99,99,1,OCEA,0,1,256
