DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2018,3553.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2019,3669.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2020,3410.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2021,3412.5,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2022,3645.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2023,3780.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2024,3824.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2013,307.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2014,291.7,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2015,271.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2016,282.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2017,295.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2018,326.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2019,326.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2020,296.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2021,292.2,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2022,304.4,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2023,316.6,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2024,333.3,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2013,317.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2014,334.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2015,352.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2016,354.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2017,354.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2018,346.1,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2019,366.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2020,345.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2021,335.4,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2022,338.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2023,337.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2024,362.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2013,764.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2014,876.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2015,1018.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2016,1166.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2017,1230.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2018,1166.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2019,1181.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2013,20583.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2014,20697.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2015,20808.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2016,21375.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2017,21552.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2018,21607.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2019,21806.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2020,21273.9,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2021,20914.4,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2022,21368.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2023,21581.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Germany,2024,21628.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2013,9236.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2014,9363.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2015,9676.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2016,9910.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2017,10162.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2018,10419.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2019,10622.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2020,10288.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2021,10568.3,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2022,10940.0,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2023,11193.8,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Spain,2024,11403.7,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2013,98450.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2014,99363.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2015,100335.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2016,101784.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2017,103187.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2018,104071.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2019,105023.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2020,103390.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2021,103419.1,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2022,105507.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2023,106346.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2024,107162.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2013,13294.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2014,13501.4,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2015,13473.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2016,13531.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2017,13679.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2018,13754.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2019,13718.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2020,13633.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2021,13910.6,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2022,14170.6,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2023,14259.4,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,France,2024,14490.9,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2013,12584.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2014,12590.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2015,12717.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2016,12852.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2017,12934.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2018,12863.2,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2019,12899.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2020,12662.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2021,12558.7,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2022,12884.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2023,13094.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,Italy,2024,13254.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2013,15321.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2014,15660.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2015,15896.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2016,16117.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2017,16229.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2018,16390.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Males,From 15 to 64 years,Total,United Kingdom,2019,16471.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2013,1657.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2014,1785.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2015,1977.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2016,2285.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2017,2359.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2018,2552.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2019,2623.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2020,2403.1,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2021,2251.7,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2022,2526.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2023,2602.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Germany,2024,2520.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2013,657.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2014,679.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2015,673.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2016,711.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2017,751.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2018,797.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2019,872.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2020,802.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2021,737.5,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2022,804.7,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2023,843.6,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Spain,2024,911.8,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2013,4952.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2014,5241.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2015,5478.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2016,5949.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2017,6213.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2018,6511.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2019,6761.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2020,6383.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2021,6285.6,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2022,6787.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2023,7009.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,European Union - 27 countries (from 2020),2024,7108.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2013,555.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2014,557.3,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2015,515.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2016,560.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2017,581.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2018,619.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2019,608.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2020,564.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2021,570.0,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2022,604.8,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2023,620.7,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,France,2024,628.6,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2013,699.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2014,731.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2015,765.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2016,782.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2017,777.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2018,740.0,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2019,760.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2020,695.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2021,697.3,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2022,704.2,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2023,699.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Italy,2024,729.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2013,1475.6,,
