Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Belgium,BEL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.41248965471736,0.840395740063599,1.12183851916816,1.89528913569444,1.98316343604859,1.71728236623039,1.85424076568934,1.59611667576401,2.74262712757394,6.84397581715184,4.5081215034371,1.94370548612497
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.425,8.523,8.482,7.83,7.09,5.941,5.364,5.545,6.248,5.57,5.547,5.708
Belgium,BEL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.9206422486264,85.3867098359354,84.8209484749699,85.1691976778716,85.513225826713,85.4218603223247,85.2160284532741,84.5432371937612,85.4912177879278,84.7326070639044,85.2553057123112,85.3196761297737
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.305494549070232,1.76554038149924,1.47416433731927,1.19350273007754,1.47446761556785,1.87796847383565,2.4428900448156,-4.7929839083518,6.25445686466593,3.9562379757933,1.71412195515242,1.07045413019414
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.166173060728624,1.31477462306464,0.887876358046185,0.682454832714654,1.08431151262542,1.41528937457539,1.89071932044187,-5.20244011003201,5.8180102265206,3.11948540770641,0.852949954251983,0.400004034972383
Argentina,ARG,Gini index,SI.POV.GINI,41.1,41.8,..,42.3,41.4,41.7,43.3,42.7,42.4,40.7,42.4,42.4
Argentina,ARG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,23.9487984162746,40.2829716315506,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0830878011993,53.8020877665554,68.9938267692314,136.742358437599,207.605241734472
Argentina,ARG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.1,7.268,..,..,8.347,9.22,9.843,11.461,8.736,6.805,6.139,1.694
Argentina,ARG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,76.4525699007102,76.3465264933364,75.7970270055748,75.2063257897095,74.6599937347534,74.4711648639319,73.4928209912151,73.0000136812167,72.4110614586954,73.2896429489726,74.2467092792939,74.2768690630454
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,6.02074537534855,-1.85578803046339,-1.34293072157739
